time_s,activity
7.208960056304931641e-01,0.000000000000000000e+00
7.290880084037780762e-01,0.000000000000000000e+00
7.372800111770629883e-01,4.882812500000000000e-04
7.454720139503479004e-01,7.324218750000000000e-04
7.536640167236328125e-01,2.441406250000000000e-04
7.618560194969177246e-01,2.441406250000000000e-04
7.700480222702026367e-01,4.882812500000000000e-04
7.782400250434875488e-01,7.324218750000000000e-04
7.864320278167724609e-01,7.324218750000000000e-04
7.946239709854125977e-01,2.441406250000000000e-04
8.028159737586975098e-01,2.441406250000000000e-04
8.110079765319824219e-01,7.324218750000000000e-04
8.191999793052673340e-01,0.000000000000000000e+00
8.273919820785522461e-01,2.441406250000000000e-04
8.355839848518371582e-01,2.441406250000000000e-04
8.437759876251220703e-01,4.882812500000000000e-04
8.519679903984069824e-01,2.441406250000000000e-04
8.601599931716918945e-01,4.882812500000000000e-04
8.683519959449768066e-01,0.000000000000000000e+00
8.765439987182617188e-01,4.882812500000000000e-04
8.847360014915466309e-01,4.882812500000000000e-04
8.929280042648315430e-01,1.220703125000000000e-03
9.011200070381164551e-01,2.441406250000000000e-04
9.093120098114013672e-01,7.324218750000000000e-04
9.175040125846862793e-01,2.441406250000000000e-04
9.256960153579711914e-01,4.882812500000000000e-04
9.338880181312561035e-01,2.441406250000000000e-04
9.420800209045410156e-01,0.000000000000000000e+00
9.502720236778259277e-01,7.324218750000000000e-04
9.584640264511108398e-01,0.000000000000000000e+00
9.666560292243957520e-01,2.441406250000000000e-04
9.748479723930358887e-01,2.441406250000000000e-04
9.830399751663208008e-01,0.000000000000000000e+00
9.912319779396057129e-01,9.765625000000000000e-04
9.994239807128906250e-01,0.000000000000000000e+00
1.007616043090820312e+00,9.765625000000000000e-04
1.015807986259460449e+00,4.882812500000000000e-04
1.024000048637390137e+00,0.000000000000000000e+00
1.032191991806030273e+00,7.324218750000000000e-04
1.040384054183959961e+00,2.441406250000000000e-04
1.048575997352600098e+00,4.882812500000000000e-04
1.056767940521240234e+00,2.441406250000000000e-04
1.064960002899169922e+00,2.441406250000000000e-04
1.073151946067810059e+00,4.882812500000000000e-04
1.081344008445739746e+00,0.000000000000000000e+00
1.089535951614379883e+00,4.882812500000000000e-04
1.097728013992309570e+00,0.000000000000000000e+00
1.105919957160949707e+00,7.324218750000000000e-04
